from	to	kind	evidence
src/data_plane/api/data_plane/vector/ob_vector_ip_distance.h	src/oblib/common/object/ob_obj_compare.h	include	L23
src/data_plane/api/data_plane/vector/ob_vector_ip_distance.h	src/oblib/lib/ob_define.h	include	L22
src/data_plane/api/data_plane/vector/ob_vector_ip_distance.h	src/oblib/lib/oblog/ob_log.h	include	L21
src/data_plane/api/data_plane/vector/ob_vector_ip_distance.h	src/oblib/lib/utility/ob_print_utils.h	include	L20
src/data_plane/api/data_plane/vector/ob_vector_ip_similarity.h	src/data_plane/api/data_plane/vector/ob_vector_ip_distance.h	include	L20
src/data_plane/api/data_plane/vector/ob_vector_l1_distance.h	src/oblib/common/object/ob_obj_compare.h	include	L23
src/data_plane/api/data_plane/vector/ob_vector_l1_distance.h	src/oblib/lib/ob_define.h	include	L22
src/data_plane/api/data_plane/vector/ob_vector_l1_distance.h	src/oblib/lib/oblog/ob_log.h	include	L21
src/data_plane/api/data_plane/vector/ob_vector_l1_distance.h	src/oblib/lib/utility/ob_print_utils.h	include	L20
src/data_plane/api/data_plane/vector/ob_vector_l2_distance.h	src/data_plane/api/data_plane/vector/ob_vector_op_common.h	include	L24
src/data_plane/api/data_plane/vector/ob_vector_l2_distance.h	src/oblib/common/object/ob_obj_compare.h	include	L23
src/data_plane/api/data_plane/vector/ob_vector_l2_distance.h	src/oblib/lib/ob_define.h	include	L22
src/data_plane/api/data_plane/vector/ob_vector_l2_distance.h	src/oblib/lib/oblog/ob_log.h	include	L21
src/data_plane/api/data_plane/vector/ob_vector_l2_distance.h	src/oblib/lib/utility/ob_print_utils.h	include	L20
src/data_plane/api/data_plane/vector/ob_vector_l2_similarity.h	src/data_plane/api/data_plane/vector/ob_vector_l2_distance.h	include	L20
src/data_plane/api/data_plane/vector/ob_vector_metric.h	src/data_plane/api/data_plane/vector/ob_vector_cosine_distance.h	include	L20
src/data_plane/api/data_plane/vector/ob_vector_metric.h	src/data_plane/api/data_plane/vector/ob_vector_ip_distance.h	include	L21
src/data_plane/api/data_plane/vector/ob_vector_metric.h	src/data_plane/api/data_plane/vector/ob_vector_l1_distance.h	include	L22
src/data_plane/api/data_plane/vector/ob_vector_metric.h	src/data_plane/api/data_plane/vector/ob_vector_l2_distance.h	include	L23
src/data_plane/api/data_plane/vector/ob_vector_norm.h	src/oblib/common/object/ob_obj_compare.h	include	L23
src/data_plane/api/data_plane/vector/ob_vector_norm.h	src/oblib/lib/ob_define.h	include	L22
src/data_plane/api/data_plane/vector/ob_vector_norm.h	src/oblib/lib/oblog/ob_log.h	include	L21
src/data_plane/api/data_plane/vector/ob_vector_norm.h	src/oblib/lib/utility/ob_print_utils.h	include	L20
src/data_plane/api/data_plane/vector/ob_vector_op_common.h	src/data_plane/api/data_plane/vector/ob_vector_pq_coder.h	include	L21
src/data_plane/api/data_plane/vector/ob_vector_op_common.h	src/oblib/lib/utility/ob_target_specific.h	include	L20
src/data_plane/api/data_plane/vector/ob_vector_pq_coder.h	src/oblib/lib/utility/ob_target_specific.h	include	L20
src/data_plane/api/data_plane/vector/ob_vector_refresh_transaction.h	src/oblib/common/mysqlclient/ob_single_connection_proxy.h	include	L22
src/data_plane/ob_parallel_range_task_planner.cpp	src/data_plane/api/data_plane/access/ob_parallel_range_task_planner.h	definition	defs=1 oceanbase::data_plane::ObParallelRangeTaskPlanner
src/data_plane/ob_parallel_range_task_planner.cpp	src/data_plane/api/data_plane/access/ob_parallel_range_task_planner.h	include	L17
src/data_plane/ob_tablet_scan.cpp	src/data_plane/api/data_plane/access/ob_tablet_scan.h	definition	defs=19 oceanbase::common::ObLimitParam
src/data_plane/ob_tablet_scan.cpp	src/data_plane/api/data_plane/access/ob_tablet_scan.h	include	L18
src/logservice/applyservice/ob_log_apply_service.cpp	src/logservice/applyservice/ob_log_apply_service.h	definition	defs=86 oceanbase::logservice::ObApplyStatus
src/logservice/applyservice/ob_log_apply_service.cpp	src/logservice/applyservice/ob_log_apply_service.h	include	L17
src/logservice/applyservice/ob_log_apply_service.cpp	src/logservice/applyservice/ob_log_apply_service.h	own-header	same stem
src/logservice/applyservice/ob_log_apply_service.cpp	src/logservice/ob_append_callback.h	include	L18
src/logservice/applyservice/ob_log_apply_service.cpp	src/logservice/ob_i_log_storage.h	include	L19
src/logservice/applyservice/ob_log_apply_service.cpp	src/logservice/palf/palf_env.h	include	L20
src/logservice/applyservice/ob_log_apply_service.h	src/logservice/palf/palf_callback.h	include	L24
src/logservice/applyservice/ob_log_apply_service.h	src/logservice/palf/palf_handle.h	include	L25
src/logservice/applyservice/ob_log_apply_service.h	src/oblib/common/ob_role.h	include	L19
src/logservice/applyservice/ob_log_apply_service.h	src/oblib/lib/lock/ob_qsync_lock.h	include	L20
src/logservice/applyservice/ob_log_apply_service.h	src/oblib/lib/queue/ob_link_queue.h	include	L21
src/logservice/applyservice/ob_log_apply_service.h	src/oblib/lib/thread/ob_simple_thread_pool.h	include	L22
src/logservice/applyservice/ob_log_apply_service.h	src/oblib/lib/thread/ob_thread_lease.h	include	L23
src/logservice/applyservice/ob_log_apply_service.h	src/share/scn.h	include	L26
src/logservice/common_util/ob_log_time_utils.cpp	src/logservice/common_util/ob_log_time_utils.h	definition	defs=2 oceanbase::logservice::print_human_timeval; L25 oceanbase::logservice::print_human_tstamp declared at L62; L64 oceanbase::logservice::print_human_timeval declared at L65
src/logservice/common_util/ob_log_time_utils.cpp	src/logservice/common_util/ob_log_time_utils.h	include	L17
src/logservice/common_util/ob_log_time_utils.cpp	src/logservice/common_util/ob_log_time_utils.h	own-header	same stem
src/logservice/common_util/ob_log_time_utils.h	src/oblib/lib/time/ob_time_utility.h	include	L20
src/logservice/common_util/ob_log_time_utils.h	src/share/ob_define.h	include	L21
src/logservice/localservice/ob_local_log_handler_set.cpp	src/logservice/localservice/ob_local_log_handler_set.h	definition	defs=10 oceanbase::logservice::ObLocalLogHandlerSet
src/logservice/localservice/ob_local_log_handler_set.cpp	src/logservice/localservice/ob_local_log_handler_set.h	include	L17
src/logservice/localservice/ob_local_log_handler_set.cpp	src/logservice/localservice/ob_local_log_handler_set.h	own-header	same stem
src/logservice/localservice/ob_local_log_handler_set.h	src/oblib/lib/container/ob_fixed_array.h	include	L19
src/logservice/localservice/ob_local_log_handler_set.h	src/oblib/lib/container/ob_se_array.h	include	L20
src/logservice/localservice/ob_local_log_handler_set.h	src/oblib/lib/lock/ob_spin_lock.h	include	L21
src/logservice/localservice/ob_local_log_handler_set.h	src/oblib/lib/utility/ob_print_utils.h	include	L22
src/logservice/localservice/ob_local_log_handler_set.h	src/share/log/ob_log_base_header.h	include	L23
src/logservice/localservice/ob_local_log_handler_set.h	src/share/log/ob_log_base_type.h	include	L24
src/logservice/localservice/ob_local_log_handler_set.h	src/share/mysql_errno.h	via-generated	L25 via src/share/ob_errno.h
src/logservice/ob_append_callback.cpp	src/logservice/ob_append_callback.h	definition	defs=3 oceanbase::logservice::AppendCbBase
src/logservice/ob_append_callback.cpp	src/logservice/ob_append_callback.h	include	L17
src/logservice/ob_append_callback.cpp	src/logservice/ob_append_callback.h	own-header	same stem
src/logservice/ob_append_callback.h	src/oblib/lib/queue/ob_link.h	include	L20
src/logservice/ob_append_callback.h	src/oblib/lib/utility/utility.h	include	L21
src/logservice/ob_append_callback.h	src/share/log/palf/lsn.h	include	L19
src/logservice/ob_append_callback.h	src/share/scn.h	include	L22
src/logservice/ob_log_allocator.cpp	src/logservice/ob_log_allocator.h	definition	defs=26 oceanbase::common::ObLogAllocator
src/logservice/ob_log_allocator.cpp	src/logservice/ob_log_allocator.h	include	L17
src/logservice/ob_log_allocator.cpp	src/logservice/ob_log_allocator.h	own-header	same stem
src/logservice/ob_log_allocator.cpp	src/logservice/palf/log_shared_task.h	include	L18
src/logservice/ob_log_allocator.cpp	src/logservice/replayservice/ob_replay_status.h	include	L19
src/logservice/ob_log_allocator.cpp	src/share/rc/ob_server_runtime.h	include	L20
src/logservice/ob_log_allocator.h	src/oblib/lib/alloc/alloc_struct.h	include	L19
src/logservice/ob_log_allocator.h	src/oblib/lib/allocator/ob_allocator.h	include	L20
src/logservice/ob_log_allocator.h	src/oblib/lib/allocator/ob_block_alloc_mgr.h	include	L21
src/logservice/ob_log_allocator.h	src/oblib/lib/allocator/ob_slice_alloc.h	include	L22
src/logservice/ob_log_allocator.h	src/oblib/lib/allocator/ob_vslice_alloc.h	include	L23
src/logservice/ob_log_allocator.h	src/oblib/lib/queue/ob_link.h	include	L24
src/logservice/ob_log_allocator.h	src/oblib/lib/utility/ob_print_utils.h	include	L25
src/logservice/ob_log_allocator_mgr.cpp	src/logservice/ob_log_allocator.h	include	L19
src/logservice/ob_log_allocator_mgr.cpp	src/logservice/ob_log_allocator_mgr.h	definition	defs=9 oceanbase::common::ObLogAllocatorMgr
src/logservice/ob_log_allocator_mgr.cpp	src/logservice/ob_log_allocator_mgr.h	include	L18
src/logservice/ob_log_allocator_mgr.cpp	src/logservice/ob_log_allocator_mgr.h	own-header	same stem
src/logservice/ob_log_allocator_mgr.cpp	src/share/rc/ob_server_runtime.h	include	L17
src/logservice/ob_log_allocator_mgr.h	src/share/ob_define.h	include	L20
src/logservice/ob_log_allocator_mgr.h	src/share/resource/ob_server_runtime_config.h	include	L21
src/logservice/ob_log_handler.cpp	src/logservice/ob_i_log_storage.h	include	L19
src/logservice/ob_log_handler.cpp	src/logservice/ob_log_handler.h	definition	defs=36 oceanbase::logservice::ObLogHandler
src/logservice/ob_log_handler.cpp	src/logservice/ob_log_handler.h	include	L18
src/logservice/ob_log_handler.cpp	src/logservice/ob_log_handler.h	own-header	same stem
src/logservice/ob_log_handler.cpp	src/logservice/ob_log_service.h	include	L20
src/logservice/ob_log_handler.h	src/logservice/palf/palf_env.h	include	L25
src/logservice/ob_log_handler.h	src/logservice/palf/palf_handle.h	include	L26
src/logservice/ob_log_handler.h	src/logservice/palf/palf_iterator.h	include	L28
src/logservice/ob_log_handler.h	src/oblib/common/ob_role.h	include	L23
src/logservice/ob_log_handler.h	src/oblib/lib/lock/ob_tc_rwlock.h	include	L22
src/logservice/ob_log_handler.h	src/oblib/lib/utility/ob_macro_utils.h	include	L21
src/logservice/ob_log_handler.h	src/share/log/palf/palf_base_info.h	include	L27
src/logservice/ob_log_handler.h	src/share/ob_delegate.h	include	L24
src/logservice/ob_log_monitor.cpp	src/logservice/ob_log_monitor.h	definition	defs=3 oceanbase::logservice::ObLogMonitor
src/logservice/ob_log_monitor.cpp	src/logservice/ob_log_monitor.h	include	L17
src/logservice/ob_log_monitor.cpp	src/logservice/ob_log_monitor.h	own-header	same stem
src/logservice/ob_log_monitor.cpp	src/share/ob_structured_event_logger.h	include	L18
src/logservice/ob_log_monitor.h	src/logservice/palf/palf_callback.h	include	L20
src/logservice/ob_log_service.cpp	src/logservice/ob_log_allocator_mgr.h	include	L20
src/logservice/ob_log_service.cpp	src/logservice/ob_log_service.h	definition	defs=32 oceanbase::logservice::ObLogService
src/logservice/ob_log_service.cpp	src/logservice/ob_log_service.h	include	L18
src/logservice/ob_log_service.cpp	src/logservice/ob_log_service.h	own-header	same stem
src/logservice/ob_log_service.cpp	src/logservice/palf_handle_guard.h	include	L19
src/logservice/ob_log_service.cpp	src/oblib/lib/ob_running_mode.h	include	L21
src/logservice/ob_log_service.cpp	src/share/ob_share_util.h	include	L22
src/logservice/ob_log_service.h	src/logservice/applyservice/ob_log_apply_service.h	include	L22
src/logservice/ob_log_service.h	src/logservice/localservice/ob_local_log_handler_set.h	include	L25
src/logservice/ob_log_service.h	src/logservice/ob_i_log_storage.h	include	L27
src/logservice/ob_log_service.h	src/logservice/ob_log_handler.h	include	L28
src/logservice/ob_log_service.h	src/logservice/ob_log_monitor.h	include	L29
src/logservice/ob_log_service.h	src/logservice/palf/log_block_pool_interface.h	include	L23
src/logservice/ob_log_service.h	src/logservice/replayservice/ob_log_replay_service.h	include	L26
src/logservice/ob_log_service.h	src/oblib/common/ob_role.h	include	L20
src/logservice/ob_log_service.h	src/oblib/lib/ob_define.h	include	L21
src/logservice/ob_log_service.h	src/share/log/palf/log_define.h	include	L24
src/logservice/ob_server_log_block_mgr.cpp	src/logservice/ob_log_service.h	include	L65
src/logservice/ob_server_log_block_mgr.cpp	src/logservice/ob_server_log_block_mgr.h	definition	defs=24 oceanbase::logservice::ObServerLogBlockMgr
src/logservice/ob_server_log_block_mgr.cpp	src/logservice/ob_server_log_block_mgr.h	include	L18
src/logservice/ob_server_log_block_mgr.cpp	src/logservice/ob_server_log_block_mgr.h	own-header	same stem
src/logservice/ob_server_log_block_mgr.h	src/logservice/palf/log_block_pool_interface.h	include	L29
src/logservice/ob_server_log_block_mgr.h	src/logservice/palf/log_io_utils.h	include	L30
src/logservice/ob_server_log_block_mgr.h	src/oblib/lib/container/ob_se_array.h	include	L22
src/logservice/ob_server_log_block_mgr.h	src/oblib/lib/lock/ob_spin_lock.h	include	L21; L27
src/logservice/ob_server_log_block_mgr.h	src/oblib/lib/lock/ob_tc_rwlock.h	include	L26
src/logservice/ob_server_log_block_mgr.h	src/oblib/lib/ob_define.h	include	L25
src/logservice/ob_server_log_block_mgr.h	src/oblib/lib/utility/ob_macro_utils.h	include	L23
src/logservice/ob_server_log_block_mgr.h	src/oblib/lib/utility/ob_print_utils.h	include	L24
src/logservice/ob_server_log_block_mgr.h	src/share/log/palf/log_define.h	include	L28
src/logservice/palf/block_gc_timer_task.cpp	src/logservice/palf/block_gc_timer_task.h	definition	defs=8 oceanbase::palf::BlockGCTimerTask
src/logservice/palf/block_gc_timer_task.cpp	src/logservice/palf/block_gc_timer_task.h	include	L17
src/logservice/palf/block_gc_timer_task.cpp	src/logservice/palf/block_gc_timer_task.h	own-header	same stem
src/logservice/palf/block_gc_timer_task.cpp	src/logservice/palf/palf_env_impl.h	include	L18
src/logservice/palf/block_gc_timer_task.h	src/oblib/lib/task/ob_timer.h	include	L19
src/logservice/palf/fixed_sliding_window.h	src/logservice/ob_log_allocator.h	include	L21
src/logservice/palf/fixed_sliding_window.h	src/oblib/lib/lock/ob_small_spin_lock.h	include	L23
src/logservice/palf/fixed_sliding_window.h	src/oblib/lib/lock/ob_tc_rwlock.h	include	L22
src/logservice/palf/fixed_sliding_window.h	src/oblib/lib/time/ob_clock_generator.h	include	L24
src/logservice/palf/fixed_sliding_window.h	src/share/ob_define.h	include	L20
src/logservice/palf/log_block_handler.cpp	src/logservice/palf/log_block_handler.h	definition	defs=26 oceanbase::palf::LogBlockHandler
src/logservice/palf/log_block_handler.cpp	src/logservice/palf/log_block_handler.h	include	L17
src/logservice/palf/log_block_handler.cpp	src/logservice/palf/log_block_handler.h	own-header	same stem
src/logservice/palf/log_block_handler.cpp	src/logservice/palf/log_io_adapter.h	include	L23
src/logservice/palf/log_block_handler.cpp	src/logservice/palf/log_io_utils.h	include	L22
src/logservice/palf/log_block_handler.cpp	src/logservice/palf/log_writer_utils.h	include	L21
src/logservice/palf/log_block_handler.cpp	src/oblib/lib/stat/ob_diagnose_info.h	include	L18
src/logservice/palf/log_block_handler.cpp	src/oblib/lib/stat/ob_diagnostic_info_guard.h	include	L19
src/logservice/palf/log_block_handler.cpp	src/share/rc/ob_server_runtime.h	include	L20
src/logservice/palf/log_block_handler.h	src/oblib/lib/ob_define.h	include	L20
src/logservice/palf/log_block_handler.h	src/oblib/lib/utility/ob_macro_utils.h	include	L21
src/logservice/palf/log_block_handler.h	src/share/io/ob_io_struct.h	include	L23
src/logservice/palf/log_block_handler.h	src/share/log/palf/log_define.h	include	L22
src/logservice/palf/log_block_header.cpp	src/logservice/palf/log_block_header.h	definition	defs=18 oceanbase::palf::LogBlockHeader
src/logservice/palf/log_block_header.cpp	src/logservice/palf/log_block_header.h	include	L17
src/logservice/palf/log_block_header.cpp	src/logservice/palf/log_block_header.h	own-header	same stem
src/logservice/palf/log_block_header.cpp	src/oblib/lib/checksum/ob_crc64.h	include	L18
src/logservice/palf/log_block_header.h	src/oblib/lib/ob_define.h	include	L21
src/logservice/palf/log_block_header.h	src/oblib/lib/utility/ob_print_utils.h	include	L22
src/logservice/palf/log_block_header.h	src/share/log/palf/lsn.h	include	L23
src/logservice/palf/log_block_header.h	src/share/scn.h	include	L24
src/logservice/palf/log_block_mgr.cpp	src/logservice/palf/log_block_mgr.h	definition	defs=20 oceanbase::palf::LogBlockMgr
src/logservice/palf/log_block_mgr.cpp	src/logservice/palf/log_block_mgr.h	include	L17
src/logservice/palf/log_block_mgr.cpp	src/logservice/palf/log_block_mgr.h	own-header	same stem
src/logservice/palf/log_block_mgr.cpp	src/logservice/palf/log_io_adapter.h	include	L20
src/logservice/palf/log_block_mgr.cpp	src/logservice/palf/log_io_utils.h	include	L19
src/logservice/palf/log_block_mgr.cpp	src/logservice/palf/log_writer_utils.h	include	L18
src/logservice/palf/log_block_mgr.h	src/logservice/palf/log_block_handler.h	include	L24
src/logservice/palf/log_block_mgr.h	src/logservice/palf/log_block_pool_interface.h	include	L26
src/logservice/palf/log_block_mgr.h	src/logservice/palf/log_reader.h	include	L23
src/logservice/palf/log_block_mgr.h	src/oblib/lib/lock/ob_spin_lock.h	include	L20
src/logservice/palf/log_block_mgr.h	src/oblib/lib/ob_define.h	include	L21
src/logservice/palf/log_block_mgr.h	src/share/log/palf/log_define.h	include	L22
src/logservice/palf/log_block_mgr.h	src/share/log/palf/lsn.h	include	L25
src/logservice/palf/log_block_pool_interface.cpp	src/logservice/palf/log_block_pool_interface.h	definition	defs=4 oceanbase::palf::is_block_used_for_palf; L72 oceanbase::palf::remove_file_at declared at L39; L102 oceanbase::palf::remove_directory_rec declared at L40
src/logservice/palf/log_block_pool_interface.cpp	src/logservice/palf/log_block_pool_interface.h	include	L17
