from_crate	to_crate	class	edges	include	definition	link	own-header	via-generated	island	from-island	rust-header	examples
observer	ob-schema	listed	57	57	0	0	0	0	0	0	0	src/observer/change_stream/ob_change_stream_dispatcher.cpp -> src/share/schema/ob_schema_runtime_service.h (include); src/observer/change_stream/ob_change_stream_dispatcher.h -> src/share/schema/ob_schema_getter_guard.h (include)
observer	geo-sys	listed	5	0	0	0	0	0	5	0	0	src/observer/omt/ob_srs_service.cpp -> src/share/geo/ob_geo_utils.h (island); src/observer/omt/ob_srs_service.h -> src/share/geo/ob_srs_info.h (island)
observer	vsag-sys	listed	5	3	0	0	0	0	2	0	0	src/observer/ob_server.cpp -> src/share/roaringbitmap/ob_rb_memory_mgr.h (include); src/observer/omt/ob_server_runtime_controller.cpp -> src/share/roaringbitmap/ob_rb_memory_mgr.h (include); src/observer/change_stream/ob_cs_plugin_async_index.cpp -> src/oblib/lib/vector/ob_vector_util.h (island)
observer	ob-log	listed	27	27	0	0	0	0	0	0	0	src/observer/change_stream/ob_change_stream_fetcher.cpp -> src/logservice/ob_log_handler.h (include); src/observer/change_stream/ob_change_stream_fetcher.cpp -> src/logservice/palf/log_io_context.h (include)
observer	storage-api	listed	7	7	0	0	0	0	0	0	0	src/observer/change_stream/ob_change_stream_dispatcher.h -> src/storage/tx/ob_tx_seq.h (include); src/observer/change_stream/ob_change_stream_fetcher.h -> src/storage/tx/ob_tx_seq.h (include)
observer	storage-sstable	listed	16	16	0	0	0	0	0	0	0	src/observer/change_stream/ob_change_stream_dispatcher.h -> src/storage/blocksstable/ob_datum_row.h (include); src/observer/change_stream/ob_cs_plugin_async_index.cpp -> src/storage/blocksstable/ob_datum_row.h (include)
observer	storage-tx	listed	68	65	0	3	0	0	0	0	0	src/observer/ai_service/ob_ai_service_executor.cpp -> src/storage/tablelock/ob_lock_inner_connection_util.h (include); src/observer/ai_service/ob_ai_service_proxy.cpp -> src/storage/tablelock/ob_lock_inner_connection_util.h (include); src/oblib/rpc/ob_sql_request_operator.cpp -> src/storage/memtable/ob_lock_wait_mgr.cpp (link)
observer	storage-tablet	listed	131	130	1	0	0	0	0	0	0	src/observer/change_stream/ob_change_stream_fetcher.cpp -> src/storage/ls/ob_ls.h (include); src/observer/change_stream/ob_change_stream_fetcher.cpp -> src/storage/tx/ob_multi_data_source.h (include); src/observer/ob_tablet_runtime_meta_updater.cpp -> src/data_plane/api/data_plane/report/ob_tablet_report.h (definition)
observer	storage-engine	listed	25	25	0	0	0	0	0	0	0	src/observer/ob_server.cpp -> src/storage/compaction/ob_freeze_info_mgr.h (include); src/observer/ob_server.cpp -> src/storage/ddl/ob_ddl_redo_log_writer.h (include)
observer	storage-search	listed	28	25	3	0	0	0	0	0	0	src/observer/change_stream/ob_change_stream_fetcher.cpp -> src/observer/vector_index/ob_vector_index_util.h (include); src/observer/change_stream/ob_cs_plugin_async_index.cpp -> src/observer/vector_index/ob_vector_index_util.h (include); src/observer/vector_index/ob_plugin_vector_index_adaptor.cpp -> src/query/api/query/vector/ob_vector_index_util.h (definition)
observer	sql-parse-tree	listed	2	2	0	0	0	0	0	0	0	src/observer/mysql/obmp_change_user.h -> src/sql/parser/parse_node.h (include); src/observer/mysql/obmp_reset_connection.h -> src/sql/parser/parse_node.h (include)
observer	sql-session	listed	48	48	0	0	0	0	0	0	0	src/observer/dbms_scheduler/ob_dbms_sched_job_executor.cpp -> src/sql/session/ob_sql_session_info.h (include); src/observer/dbms_scheduler/ob_dbms_sched_job_master.cpp -> src/sql/session/ob_basic_session_info.h (include)
observer	sql-ir	listed	7	7	0	0	0	0	0	0	0	src/observer/virtual_table/ob_mysql_proc_table.cpp -> src/sql/printer/ob_schema_printer.h (include); src/observer/virtual_table/ob_show_create_database.cpp -> src/sql/printer/ob_schema_printer.h (include)
observer	sql-exec	listed	55	51	3	0	1	0	0	0	0	src/observer/dbms_scheduler/ob_dbms_sched_job_executor.cpp -> src/query/api/query/scheduler/ob_scheduler_job.h (include); src/observer/dbms_scheduler/ob_dbms_sched_job_utils.cpp -> src/query/api/query/scheduler/ob_scheduler_job.h (include); src/observer/mysql/obmp_packet_sender.cpp -> src/query/api/query/protocol/ob_mysql_packet_sender.h (definition)
observer	sql-expr	listed	6	6	0	0	0	0	0	0	0	src/observer/mysql/ob_query_driver.cpp -> src/sql/engine/expr/ob_expr_sql_udt_utils.h (include); src/observer/mysql/ob_query_driver.cpp -> src/sql/engine/expr/ob_lob_result_materializer.h (include)
observer	sql-das	listed	42	37	5	0	0	0	0	0	0	src/observer/change_stream/ob_cs_plugin_async_index.cpp -> src/sql/das/ob_das_dml_ctx_define.h (include); src/observer/change_stream/ob_cs_plugin_async_index.cpp -> src/sql/das/ob_das_factory.h (include); src/observer/vector_index/ob_plugin_vector_index_adaptor.cpp -> src/query/api/query/vector/ob_vector_index_adaptor.h (definition)
observer	sql-engine	listed	22	22	0	0	0	0	0	0	0	src/observer/mysql/obmp_connect.cpp -> src/sql/engine/dml/ob_trigger_handler.h (include); src/observer/mysql/obmp_quit.h -> src/sql/engine/dml/ob_trigger_handler.h (include)
observer	sql-parser	listed	1	1	0	0	0	0	0	0	0	src/observer/ob_dump_task_generator.cpp -> src/sql/parser/ob_parser.h (include)
observer	sql-resolver	listed	6	6	0	0	0	0	0	0	0	src/observer/vector_index/ob_plugin_vector_index_service.cpp -> src/sql/resolver/ddl/ob_vec_index_builder_util.h (include); src/observer/vector_index/ob_plugin_vector_index_utils.cpp -> src/sql/resolver/ddl/ob_vec_index_builder_util.h (include)
observer	sql-optimizer	listed	8	8	0	0	0	0	0	0	0	src/observer/ob_server.cpp -> src/sql/optimizer/stat/ob_opt_stat_manager.h (include); src/observer/ob_server.h -> src/sql/optimizer/stat/ob_opt_stat_service.h (include)
observer	sql	listed	108	107	1	0	0	0	0	0	0	src/observer/dbms_scheduler/ob_dbms_sched_job_executor.cpp -> src/sql/executor/ob_worker_session_guard.h (include); src/observer/dbms_scheduler/ob_dbms_sched_job_executor.cpp -> src/sql/ob_sql.h (include); src/observer/mysql/ob_mysql_end_trans_cb.cpp -> src/sql/ob_mysql_end_trans_cb.h (definition)
observer	pl	listed	7	7	0	0	0	0	0	0	0	src/observer/mysql/obmp_stmt_execute.cpp -> src/pl/ob_pl_package.h (include); src/observer/mysql/obmp_stmt_execute.cpp -> src/sql/pl/ob_pl_server_cursor.h (include)
observer	rootserver	listed	19	19	0	0	0	0	0	0	0	src/observer/dbms_scheduler/ob_dbms_sched_job_master.h -> src/rootserver/dbms_job/ob_dbms_job_utils.h (include); src/observer/dbms_scheduler/ob_dbms_sched_job_master.h -> src/rootserver/ob_ddl_service.h (include)
observer	sql-nio	listed	9	0	0	0	0	0	0	0	9	src/oblib/rpc/ob_sql_request_operator.cpp -> rust/sql-nio/include/nio.h (rust-header); src/oblib/rpc/obmysql/ob_login_info.h -> rust/sql-nio/include/nio.h (rust-header)
observer	seekdb	upward-named	1	1	0	0	0	0	0	0	0	src/observer/ob_server.h -> src/observer/ob_signal_handle.h (include)
observer	standby	uses-deferred	1	1	0	0	0	0	0	0	0	src/observer/ob_server.cpp -> src/standby/standby_module.h (include)
observer	x-dropped	uses-dropped	2	2	0	0	0	0	0	0	0	src/observer/mysql/obmp_connect.cpp -> src/oblib/easy/util/easy_mod_stat.h (include); src/observer/ob_srv_deliver.cpp -> src/oblib/easy/util/easy_mod_stat.h (include)
seekdb	ob-base	listed	11	10	1	0	0	0	0	0	0	src/observer/main.cpp -> src/oblib/lib/alloc/ob_malloc_allocator.h (include); src/observer/main.cpp -> src/oblib/lib/allocator/ob_malloc.h (include); src/observer/main.cpp -> src/oblib/lib/ob_abort.h (definition)
seekdb	ob-runtime	listed	4	3	0	1	0	0	0	0	0	src/observer/main.cpp -> src/oblib/lib/file/file_directory_utils.h (include); src/observer/main.cpp -> src/share/config/ob_server_config.h (include); src/observer/ob_signal_handle.cpp -> src/share/io/ob_io_struct.cpp (link)
seekdb	ob-share	gone	4	4	0	0	0	0	0	0	0	src/observer/main.cpp -> src/share/ob_encryption_util.h (include); src/observer/main.cpp -> src/share/ob_version.h (include)
seekdb	storage-tablet	gone	1	1	0	0	0	0	0	0	0	src/observer/ob_signal_handle.cpp -> src/storage/tx_storage/ob_memory_printer.h (include)
seekdb	sql	gone	1	1	0	0	0	0	0	0	0	src/observer/ob_signal_handle.cpp -> src/sql/ob_sql_init.h (include)
seekdb	observer	listed	6	6	0	0	0	0	0	0	0	src/observer/main.cpp -> src/observer/ob_server.h (include); src/observer/main.cpp -> src/observer/ob_server_utils.h (include)
seekdb	x-dropped	uses-dropped	1	1	0	0	0	0	0	0	0	src/observer/ob_signal_handle.h -> src/oblib/easy/include/easy_define.h (include)
standby	ob-base	deferred	53	53	0	0	0	0	0	0	0	src/standby/control/ob_standby_role_transition_service.cpp -> src/oblib/lib/oblog/ob_log.h (include); src/standby/control/ob_standby_role_transition_service.cpp -> src/oblib/lib/time/ob_time_utility.h (include)
standby	ob-runtime	deferred	28	28	0	0	0	0	0	0	0	src/standby/control/ob_standby_role_transition_service.cpp -> src/share/rc/ob_server_runtime.h (include); src/standby/control/ob_standby_timestamp_provider.cpp -> src/share/rc/ob_server_runtime.h (include)
standby	ob-share	deferred	25	25	0	0	0	0	0	0	0	src/standby/control/ob_standby_role_transition_service.cpp -> src/share/ob_debug_sync.h (include); src/standby/control/ob_standby_role_transition_service.cpp -> src/share/ob_server_info.h (include)
standby	ob-log	deferred	13	13	0	0	0	0	0	0	0	src/standby/ob_standby_bootstrap_service.cpp -> src/logservice/ob_log_service.h (include); src/standby/ob_standby_bootstrap_service.h -> src/share/log/palf/palf_base_info.h (include)
standby	storage-sstable	deferred	27	27	0	0	0	0	0	0	0	src/standby/restore/ob_physical_copy_ctx.h -> src/storage/blocksstable/index_block/ob_index_block_builder.h (include); src/standby/restore/ob_physical_copy_ctx.h -> src/storage/blocksstable/ob_block_sstable_struct.h (include)
standby	storage-tx	deferred	3	3	0	0	0	0	0	0	0	src/standby/control/ob_standby_role_transition_service.cpp -> src/storage/tx/ob_id_service.h (include); src/standby/control/ob_standby_timestamp_provider.cpp -> src/storage/tx/ob_timestamp_access.h (include)
standby	storage-tablet	deferred	34	34	0	0	0	0	0	0	0	src/standby/control/ob_standby_role_transition_service.cpp -> src/storage/tx_storage/ob_ls_service.h (include); src/standby/control/ob_standby_timestamp_provider.cpp -> src/storage/ls/ob_ls.h (include)
