order	name	item_type	class	param_num	internal	registered	reached	reach_basis	eval_functions	eval_functions_run	probes	sql	constructor	files
1	+	T_OP_ADD	ObExprAdd	2	0	release	1	members of ObExprAdd	60	25	48	x0 + x1	src/sql/engine/expr/ob_expr_add.cpp:32	s2_reached_0001
2	+	T_OP_AGG_ADD	ObExprAggAdd	2	0	release	0	members of ObExprAggAdd/ObExprAdd; never created: ObExprOperatorFactory::alloc<ObExprAggAdd> ran 0 times	60	25	8	no SQL form creates it in 834bbee1e; SUM and AVG over the matrix	src/sql/engine/expr/ob_expr_add.h:213	s1_unreached_0001
3	&&	T_OP_AND	ObExprAnd	PARAM_NUM_UNKNOWN	0	release	1	eval functions set by ObExprAnd::cg_expr	2	2	42	x0 AND x1	src/sql/engine/expr/ob_expr_and.cpp:26	s2_reached_0002
4	arg_case	T_OP_ARG_CASE	ObExprArgCase	MORE_THAN_ONE	1	release	0	members of ObExprArgCase	1	0	7	CASE x WHEN ... END	src/sql/engine/expr/ob_expr_arg_case.cpp:28	s1_unreached_0001
5	assign	T_OP_ASSIGN	ObExprAssign	2	0	release	1	eval functions set by ObExprAssign::cg_expr	1	1	10	@v := x	src/sql/engine/expr/ob_expr_assign.cpp:28	s2_reached_0003
6	between	T_OP_BTW	ObExprBetween	3	0	release	0	eval functions set by ObExprBetween::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprBetween> ran 0 times	1	0	61	x0 BETWEEN x1 AND x2	src/sql/engine/expr/ob_expr_between.cpp:27	s1_unreached_0001,s1_unreached_0002
7	&	T_OP_BIT_AND	ObExprBitAnd	2	0	release	1	eval functions set by ObBitwiseExprOperator::cg_bitwise_expr	1	1	44	x0 & x1	src/sql/engine/expr/ob_expr_bit_and.cpp:27	s2_reached_0003,s2_reached_0004
8	case	T_OP_CASE	ObExprCase	MORE_THAN_ONE	0	release	1	eval functions set by ObExprCase::cg_expr	4	4	36	CASE WHEN x0 THEN 'true' WHEN x0 IS NULL THEN 'null' ELSE 'false' END	src/sql/engine/expr/ob_expr_case.cpp:30	s2_reached_0004
9	cast	T_FUN_SYS_CAST	ObExprCast	2	0	release	1	eval functions set by ObExprCast::cg_expr	1	1	12	CAST(1 AS type) per target; the full source by target matrix is in the s3_cast files	src/sql/engine/expr/ob_expr_cast.cpp:34	s2_reached_0004,s2_reached_0005
10	timestampadd	T_FUN_SYS_TIME_STAMP_ADD	ObExprTimeStampAdd	3	0	release	0	eval functions set by ObExprTimeStampAdd::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprTimeStampAdd> ran 0 times	1	0	51	TIMESTAMPADD(x2, x1, x0)	src/sql/engine/expr/ob_expr_timestamp_add.cpp:31	s1_unreached_0002,s1_unreached_0003
11	to_type	T_FUN_SYS_TO_TYPE	ObExprToType	1	1	release	0	no functions found; never created: ObExprOperatorFactory::alloc<ObExprToType> ran 0 times	0	0	1	internal; name call and indirect statements	src/sql/engine/expr/ob_expr_to_type.cpp:28	s1_unreached_0003
12	char	T_FUN_SYS_CHAR	ObExprChar	MORE_THAN_ONE	0	release	0	eval functions set by ObExprChar::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprChar> ran 0 times	1	0	51	char(N*)	src/sql/engine/expr/ob_expr_char.cpp:46	s1_unreached_0003,s1_unreached_0004
13	convert	T_FUN_SYS_CONVERT	ObExprConvert	2	0	release	0	eval functions set by ObExprConvert::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprConvert> ran 0 times	1	0	36	CONVERT(x0 USING x1)	src/sql/engine/expr/ob_expr_convert.cpp:31	s1_unreached_0004,s1_unreached_0005
14	coalesce	T_FUN_SYS_COALESCE	ObExprCoalesce	MORE_THAN_ZERO	0	release	1	eval functions set by ObExprCoalesce::cg_expr	5	4	48	coalesce(A*)	src/sql/engine/expr/ob_expr_coalesce.cpp:27	s2_reached_0005
15	nvl	T_FUN_SYS_NVL	ObExprNvl	2	0	release	0	eval functions set by ObExprNvl::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprNvl> ran 0 times	2	0	47	nvl(A, A)	src/sql/engine/expr/ob_expr_nvl.cpp:70	s1_unreached_0005,s1_unreached_0006
16	concat	T_OP_CNN	ObExprConcat	MORE_THAN_ZERO	0	release	1	eval functions set by ObExprConcat::cg_expr	1	1	46	concat(S*)	src/sql/engine/expr/ob_expr_concat.cpp:29	s2_reached_0006
17	current_user	T_FUN_SYS_CURRENT_USER	ObExprCurrentUser	0	0	release	1	eval functions set by ObExprCurrentUser::cg_expr	1	1	4	CURRENT_USER(), CURRENT_USER	src/sql/engine/expr/ob_expr_current_user.cpp:30	s2_reached_0006
18	current_user_priv	T_FUN_SYS_CURRENT_USER_PRIV	ObExprCurrentUserPriv	0	0	release	0	eval functions set by ObExprCurrentUserPriv::cg_expr	1	0	3	current_user_priv()	src/sql/engine/expr/ob_expr_current_user_priv.cpp:29	s1_unreached_0006
19	year	T_FUN_SYS_YEAR	ObExprYear	1	0	release	0	eval functions set by ObExprTimeBase::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprYear> ran 0 times	1	0	32	year(T)	src/sql/engine/expr/ob_expr_time.cpp:323	s1_unreached_0006
20	/	T_OP_DIV	ObExprDiv	2	0	release	1	members of ObExprDiv	123	14	46	x0 / x1	src/sql/engine/expr/ob_expr_div.cpp:39	s2_reached_0007
21	/	T_OP_AGG_DIV	ObExprAggDiv	2	0	release	1	members of ObExprAggDiv/ObExprDiv	123	14	8	AVG(x), expanded to SUM / COUNT	src/sql/engine/expr/ob_expr_div.h:121	s2_reached_0008
22	=	T_OP_EQ	ObExprEqual	2	0	release	1	eval functions set by ObRelationalExprOperator::cg_row_cmp_expr, ObRelationalExprOperator::cg_datum_cmp_expr	3	3	46	x0 = x1	src/sql/engine/expr/ob_expr_equal.cpp:26	s2_reached_0008,s2_reached_0009
23	<=>	T_OP_NSEQ	ObExprNullSafeEqual	2	0	release	1	eval functions set by ObExprNullSafeEqual::cg_expr	2	2	46	x0 <=> x1	src/sql/engine/expr/ob_expr_null_safe_equal.cpp:28	s2_reached_0009
24	get_user_var	T_OP_GET_USER_VAR	ObExprGetUserVar	1	1	release	1	eval functions set by ObExprGetUserVar::cg_expr	1	1	11	@var	src/sql/engine/expr/ob_expr_get_user_var.cpp:28	s2_reached_0010
25	>=	T_OP_GE	ObExprGreaterEqual	2	0	release	1	eval functions set by ObRelationalExprOperator::cg_row_cmp_expr, ObRelationalExprOperator::cg_datum_cmp_expr	3	3	46	x0 >= x1	src/sql/engine/expr/ob_expr_greater_equal.cpp:27	s2_reached_0010,s2_reached_0011
26	>	T_OP_GT	ObExprGreaterThan	2	0	release	1	eval functions set by ObRelationalExprOperator::cg_row_cmp_expr, ObRelationalExprOperator::cg_datum_cmp_expr	3	3	46	x0 > x1	src/sql/engine/expr/ob_expr_greater_than.cpp:26	s2_reached_0011,s2_reached_0012
27	greatest	T_FUN_SYS_GREATEST	ObExprGreatest	MORE_THAN_ZERO	0	release	0	eval functions set by ObExprLeastGreatest::cg_expr	1	0	48	greatest(A, A*)	src/sql/engine/expr/ob_expr_greatest.cpp:27	s1_unreached_0007
28	hex	T_FUN_SYS_HEX	ObExprHex	1	0	release	1	eval functions set by ObExprHex::cg_expr	1	1	33	hex(A)	src/sql/engine/expr/ob_expr_hex.cpp:29	s2_reached_0012
29	password	T_FUN_SYS_PASSWORD	ObExprPassword	1	0	release	0	eval functions set by ObExprPassword::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprPassword> ran 0 times	1	0	30	password(S)	src/sql/engine/expr/ob_expr_password.cpp:29	s1_unreached_0008
30	in	T_OP_IN	ObExprIn	2	0	release	1	eval functions set by ObExprInOrNotIn::cg_expr_with_subquery, ObExprInOrNotIn::cg_expr_with_row, ObExprInOrNotIn::cg_expr_without_row	7	5	68	x0 IN (x1, x2, NULL)	src/sql/engine/expr/ob_expr_in.cpp:626	s2_reached_0012,s2_reached_0013,s2_reached_0014
31	not_in	T_OP_NOT_IN	ObExprNotIn	2	0	release	1	eval functions set by ObExprInOrNotIn::cg_expr_with_subquery, ObExprInOrNotIn::cg_expr_with_row, ObExprInOrNotIn::cg_expr_without_row	7	5	65	x NOT IN (...)	src/sql/engine/expr/ob_expr_in.cpp:630	s2_reached_0014,s2_reached_0015
32	int2ip	T_FUN_SYS_INT2IP	ObExprInt2ip	1	0	release	1	eval functions set by ObExprInt2ip::cg_expr	1	1	34	int2ip(N)	src/sql/engine/expr/ob_expr_int2ip.cpp:27	s2_reached_0015,s2_reached_0016
33	ip2int	T_FUN_SYS_IP2INT	ObExprIp2int	1	0	release	0	eval functions set by ObExprIp2int::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprIp2int> ran 0 times	1	0	30	ip2int(IP4)	src/sql/engine/expr/ob_expr_ip2int.cpp:28	s1_unreached_0008,s1_unreached_0009
34	inet_aton	T_FUN_SYS_INETATON	ObExprInetAton	1	0	release	0	eval functions set by ObExprInetAton::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprInetAton> ran 0 times	1	0	30	inet_aton(IP4)	src/sql/engine/expr/ob_expr_inet.cpp:314	s1_unreached_0009
35	inet6_ntoa	T_FUN_SYS_INET6NTOA	ObExprInet6Ntoa	1	0	release	0	eval functions set by ObExprInet6Ntoa::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprInet6Ntoa> ran 0 times	1	0	28	inet6_ntoa(IPB)	src/sql/engine/expr/ob_expr_inet.cpp:441	s1_unreached_0009,s1_unreached_0010
36	inet6_aton	T_FUN_SYS_INET6ATON	ObExprInet6Aton	1	0	release	0	eval functions set by ObExprInet6Aton::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprInet6Aton> ran 0 times	1	0	30	inet6_aton(IP6)	src/sql/engine/expr/ob_expr_inet.cpp:541	s1_unreached_0010
37	is_ipv4	T_FUN_SYS_IS_IPV4	ObExprIsIpv4	1	0	release	0	eval functions set by ObExprIsIpv4::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprIsIpv4> ran 0 times	1	0	30	is_ipv4(IP4)	src/sql/engine/expr/ob_expr_inet.cpp:653	s1_unreached_0011
38	is_ipv6	T_FUN_SYS_IS_IPV6	ObExprIsIpv6	1	0	release	0	eval functions set by ObExprIsIpv6::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprIsIpv6> ran 0 times	1	0	29	is_ipv6(IP6)	src/sql/engine/expr/ob_expr_inet.cpp:830	s1_unreached_0011,s1_unreached_0012
39	is_ipv4_mapped	T_FUN_SYS_IS_IPV4_MAPPED	ObExprIsIpv4Mapped	1	0	release	0	eval functions set by ObExprIsIpv4Mapped::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprIsIpv4Mapped> ran 0 times	1	0	28	is_ipv4_mapped(IPB)	src/sql/engine/expr/ob_expr_inet.cpp:720	s1_unreached_0012
40	is_ipv4_compat	T_FUN_SYS_IS_IPV4_COMPAT	ObExprIsIpv4Compat	1	0	release	0	eval functions set by ObExprIsIpv4Compat::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprIsIpv4Compat> ran 0 times	1	0	28	is_ipv4_compat(IPB)	src/sql/engine/expr/ob_expr_inet.cpp:775	s1_unreached_0012,s1_unreached_0013
41	insert	T_FUN_SYS_INSERT	ObExprInsert	MORE_THAN_TWO	0	release	0	eval functions set by ObExprInsert::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprInsert> ran 0 times	1	0	62	insert(S, I, CNT, S)	src/sql/engine/expr/ob_expr_insert.cpp:27	s1_unreached_0013,s1_unreached_0014
42	is	T_OP_IS	ObExprIs	2	0	release	1	eval functions set by ObExprIs::cg_expr	3	1	44	x IS NULL | TRUE | FALSE | UNKNOWN	src/sql/engine/expr/ob_expr_is.h:65	s2_reached_0016,s2_reached_0017
43	is_not	T_OP_IS_NOT	ObExprIsNot	2	0	release	1	eval functions set by ObExprIsNot::cg_expr	4	2	41	x IS NOT NULL | TRUE | FALSE | UNKNOWN	src/sql/engine/expr/ob_expr_is.h:102	s2_reached_0017,s2_reached_0018
44	least	T_FUN_SYS_LEAST	ObExprLeast	MORE_THAN_ZERO	0	release	1	eval functions set by ObExprLeastGreatest::cg_expr	1	1	48	least(A, A*)	src/sql/engine/expr/ob_expr_least.cpp:330	s2_reached_0018,s2_reached_0019
45	length	T_FUN_SYS_LENGTH	ObExprLength	1	0	release	1	eval functions set by ObExprLength::cg_expr	2	1	34	length(A)	src/sql/engine/expr/ob_expr_length.cpp:30	s2_reached_0019
46	<=	T_OP_LE	ObExprLessEqual	2	0	release	1	eval functions set by ObRelationalExprOperator::cg_row_cmp_expr, ObRelationalExprOperator::cg_datum_cmp_expr	3	3	46	x0 <= x1	src/sql/engine/expr/ob_expr_less_equal.cpp:27	s2_reached_0020
47	<	T_OP_LT	ObExprLessThan	2	0	release	1	eval functions set by ObRelationalExprOperator::cg_row_cmp_expr, ObRelationalExprOperator::cg_datum_cmp_expr	3	3	46	x0 < x1	src/sql/engine/expr/ob_expr_less_than.cpp:27	s2_reached_0021
48	like	T_OP_LIKE	ObExprLike	3	0	release	1	eval functions set by ObExprLike::cg_expr	2	2	44	x0 LIKE x1	src/sql/engine/expr/ob_expr_like.cpp:320	s2_reached_0022
49	lower	T_FUN_SYS_LOWER	ObExprLower	1	0	release	1	eval functions set by ObExprLower::cg_expr	1	1	31	lower(S)	src/sql/engine/expr/ob_expr_lower.cpp:37	s2_reached_0023
50	-	T_OP_MINUS	ObExprMinus	2	0	release	1	members of ObExprMinus	58	24	51	x0 - x1	src/sql/engine/expr/ob_expr_minus.cpp:35	s2_reached_0023,s2_reached_0024
51	-	T_OP_AGG_MINUS	ObExprAggMinus	2	0	release	1	members of ObExprAggMinus/ObExprMinus	58	24	16	VARIANCE and STDDEV, expanded with the aggregate arithmetic operators	src/sql/engine/expr/ob_expr_minus.h:192	s2_reached_0024
52	%	T_OP_MOD	ObExprMod	2	0	release	1	eval functions set by ObExprMod::cg_expr	8	2	47	x0 % x1	src/sql/engine/expr/ob_expr_mod.cpp:30	s2_reached_0025
53	md5	T_FUN_SYS_MD5	ObExprMd5	1	0	release	1	eval functions set by ObExprMd5::cg_expr	1	1	33	md5(A)	src/sql/engine/expr/ob_expr_md5.cpp:28	s2_reached_0026
54	time	T_FUN_SYS_TIME	ObExprTime	1	0	release	1	eval functions set by ObExprTime::cg_expr	1	1	32	time(T)	src/sql/engine/expr/ob_expr_time.cpp:32	s2_reached_0026,s2_reached_0027
55	hour	T_FUN_SYS_HOUR	ObExprHour	1	0	release	0	eval functions set by ObExprTimeBase::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprHour> ran 0 times	1	0	32	hour(T)	src/sql/engine/expr/ob_expr_time.cpp:283	s1_unreached_0014,s1_unreached_0015
56	rpad	T_FUN_SYS_RPAD	ObExprRpad	3	0	release	1	eval functions set by ObExprRpad::cg_expr	1	1	49	rpad(S, CNT, S)	src/sql/engine/expr/ob_expr_lrpad.cpp:547	s2_reached_0027,s2_reached_0028
57	lpad	T_FUN_SYS_LPAD	ObExprLpad	3	0	release	0	eval functions set by ObExprLpad::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprLpad> ran 0 times	1	0	49	lpad(S, CNT, S)	src/sql/engine/expr/ob_expr_lrpad.cpp:511	s1_unreached_0015,s1_unreached_0016
58	column_conv	T_FUN_COLUMN_CONV	ObExprColumnConv	-1	1	release	1	eval functions set by ObExprColumnConv::cg_expr	2	2	10	INSERT and UPDATE into typed columns	src/sql/engine/expr/ob_expr_column_conv.cpp:98	s2_reached_0028
59	values	T_FUN_SYS_VALUES	ObExprFunValues	1	0	release	1	eval functions set by ObExprFunValues::cg_expr	1	1	7	VALUES(col) in INSERT ... ON DUPLICATE KEY UPDATE	src/sql/engine/expr/ob_expr_fun_values.cpp:26	s2_reached_0028
60	default	T_FUN_SYS_DEFAULT	ObExprFunDefault	5	0	release	1	eval functions set by ObExprFunDefault::cg_expr	1	1	8	DEFAULT(col)	src/sql/engine/expr/ob_expr_fun_default.cpp:28	s2_reached_0028
61	div	T_OP_INT_DIV	ObExprIntDiv	2	0	release	1	eval functions set by ObExprIntDiv::cg_expr	5	5	51	x0 DIV x1	src/sql/engine/expr/ob_expr_int_div.cpp:64	s2_reached_0028,s2_reached_0029
62	*	T_OP_MUL	ObExprMul	2	0	release	1	members of ObExprMul	105	36	55	x0 * x1	src/sql/engine/expr/ob_expr_mul.cpp:34	s2_reached_0029,s2_reached_0030
63	*	T_OP_AGG_MUL	ObExprAggMul	2	0	release	1	members of ObExprAggMul/ObExprMul	105	36	24	VAR_POP and STDDEV_POP, expanded with the aggregate arithmetic operators	src/sql/engine/expr/ob_expr_mul.h:216	s2_reached_0031
64	abs	T_OP_ABS	ObExprAbs	1	0	release	1	members of ObExprAbs	1	1	33	abs(N)	src/sql/engine/expr/ob_expr_abs.cpp:250	s2_reached_0031,s2_reached_0032
65	uuid	T_FUN_SYS_UUID	ObExprUuid	0	0	release	0	eval functions set by ObExprUuid::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprUuid> ran 0 times	1	0	6	UUID() as stable properties	src/sql/engine/expr/ob_expr_uuid.cpp:377	s1_unreached_0016
66	neg	T_OP_NEG	ObExprNeg	1	0	release	0	members of ObExprNeg; created but never compiled: ObExprNeg calc_result_type and cg_expr ran 0 times	1	0	39	-x	src/sql/engine/expr/ob_expr_neg.cpp:205	s1_unreached_0016,s1_unreached_0017
67	from_unixtime	T_FUN_SYS_FROM_UNIX_TIME	ObExprFromUnixTime	ONE_OR_TWO	0	release	1	eval functions set by ObExprFromUnixTime::cg_expr	4	1	55	from_unixtime(N, FMT?)	src/sql/engine/expr/ob_expr_from_unix_time.cpp:29	s2_reached_0032,s2_reached_0033
68	not_between	T_OP_NOT_BTW	ObExprNotBetween	3	0	release	0	eval functions set by ObExprNotBetween::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprNotBetween> ran 0 times	1	0	59	x NOT BETWEEN y AND z	src/sql/engine/expr/ob_expr_not_between.cpp:26	s1_unreached_0017,s1_unreached_0018
69	!=	T_OP_NE	ObExprNotEqual	2	0	release	1	eval functions set by ObRelationalExprOperator::cg_row_cmp_expr, ObRelationalExprOperator::cg_datum_cmp_expr	3	3	48	x0 != x1	src/sql/engine/expr/ob_expr_not_equal.cpp:26	s2_reached_0033,s2_reached_0034
70	!	T_OP_NOT	ObExprNot	1	0	release	1	eval functions set by ObExprNot::cg_expr	2	2	35	NOT x0	src/sql/engine/expr/ob_expr_not.cpp:31	s2_reached_0034
71	||	T_OP_OR	ObExprOr	PARAM_NUM_UNKNOWN	0	release	1	eval functions set by ObExprOr::cg_expr	2	2	41	x0 OR x1	src/sql/engine/expr/ob_expr_or.cpp:27	s2_reached_0035
72	^	T_OP_XOR	ObExprXor	PARAM_NUM_UNKNOWN	0	release	1	eval functions set by ObExprXor::cg_expr	1	1	40	x XOR y	src/sql/engine/expr/ob_expr_xor.cpp:28	s2_reached_0036
73	regexp	T_OP_REGEXP	ObExprRegexp	2	0	release	1	eval functions set by ObExprRegexp::cg_expr	1	1	40	x0 REGEXP x1	src/sql/engine/expr/ob_expr_regexp.cpp:28	s2_reached_0036,s2_reached_0037
74	regexp_substr	T_FUN_SYS_REGEXP_SUBSTR	ObExprRegexpSubstr	MORE_THAN_ONE	0	release	0	eval functions set by ObExprRegexpSubstr::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprRegexpSubstr> ran 0 times	1	0	74	regexp_substr(S, RX, I?, I?, RXM?)	src/sql/engine/expr/ob_expr_regexp_substr.cpp:29	s1_unreached_0018,s1_unreached_0019
75	regexp_instr	T_FUN_SYS_REGEXP_INSTR	ObExprRegexpInstr	MORE_THAN_ONE	0	release	0	eval functions set by ObExprRegexpInstr::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprRegexpInstr> ran 0 times	1	0	79	regexp_instr(S, RX, I?, I?, ONEZERO?, RXM?)	src/sql/engine/expr/ob_expr_regexp_instr.cpp:29	s1_unreached_0019,s1_unreached_0020,s1_unreached_0021
76	regexp_replace	T_FUN_SYS_REGEXP_REPLACE	ObExprRegexpReplace	MORE_THAN_ONE	0	release	1	eval functions set by ObExprRegexpReplace::cg_expr	1	1	85	regexp_replace(S, RX, S, I?, I?, RXM?)	src/sql/engine/expr/ob_expr_regexp_replace.cpp:29	s2_reached_0037,s2_reached_0038,s2_reached_0039
77	regexp_like	T_FUN_SYS_REGEXP_LIKE	ObExprRegexpLike	MORE_THAN_ONE	0	release	0	eval functions set by ObExprRegexpLike::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprRegexpLike> ran 0 times	1	0	46	regexp_like(S, RX, RXM?)	src/sql/engine/expr/ob_expr_regexp_like.cpp:29	s1_unreached_0021,s1_unreached_0022
78	sleep	T_FUN_SYS_SLEEP	ObExprSleep	1	0	release	0	eval functions set by ObExprSleep::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprSleep> ran 0 times	1	0	7	sleep(SLEEP)	src/sql/engine/expr/ob_expr_func_sleep.cpp:27	s1_unreached_0022
79	strcmp	T_FUN_SYS_STRCMP	ObExprStrcmp	2	0	release	0	eval functions set by ObRelationalExprOperator::cg_row_cmp_expr, ObRelationalExprOperator::cg_datum_cmp_expr; never created: ObExprOperatorFactory::alloc<ObExprStrcmp> ran 0 times	3	3	41	strcmp(S, S)	src/sql/engine/expr/ob_expr_strcmp.cpp:30	s1_unreached_0022,s1_unreached_0023
80	substr	T_FUN_SYS_SUBSTR	ObExprSubstr	TWO_OR_THREE	0	release	1	eval functions set by ObExprSubstr::cg_expr	2	2	60	substr(S, I, I?)	src/sql/engine/expr/ob_expr_substr.cpp:30	s2_reached_0039,s2_reached_0040
81	mid	T_FUN_SYS_MID	ObExprMid	TWO_OR_THREE	0	release	0	eval functions set by ObExprSubstr::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprMid> ran 0 times	2	2	57	mid(S, I, I?)	src/sql/engine/expr/ob_expr_mid.h:30	s1_unreached_0023,s1_unreached_0024
82	substring_index	T_FUN_SYS_SUBSTRING_INDEX	ObExprSubstringIndex	3	0	release	1	eval functions set by ObExprSubstringIndex::cg_expr	2	1	54	substring_index(S, S, I)	src/sql/engine/expr/ob_expr_substring_index.cpp:30	s2_reached_0040,s2_reached_0041
83	sys_view_bigint_param	T_FUN_SYS_SYS_VIEW_BIGINT_PARAM	ObExprSysViewBigintParam	1	1	release	0	no functions found; never created: ObExprOperatorFactory::alloc<ObExprSysViewBigintParam> ran 0 times	0	0	1	internal; name call and indirect statements	src/sql/engine/expr/ob_expr_sys_view_bigint_param.cpp:26	s1_unreached_0024
84	inner_trim	T_FUN_INNER_TRIM	ObExprInnerTrim	3	1	release	1	eval functions set by ObExprInnerTrim::cg_expr	1	1	1	internal; name call and indirect statements	src/sql/engine/expr/ob_expr_inner_trim.cpp:28	s2_reached_0041
85	trim	T_FUN_SYS_TRIM	ObExprTrim	MORE_THAN_ZERO	0	release	1	eval functions set by ObExprTrim::cg_expr	1	1	39	trim(S)	src/sql/engine/expr/ob_expr_trim.cpp:34	s2_reached_0041,s2_reached_0042
86	ltrim	T_FUN_SYS_LTRIM	ObExprLtrim	1	0	release	1	eval functions set by ObExprLtrim::cg_expr	1	1	30	ltrim(S)	src/sql/engine/expr/ob_expr_trim.cpp:917	s2_reached_0042
87	space	T_FUN_SYS_SPACE	ObExprSpace	1	0	release	0	eval functions set by ObExprSpace::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprSpace> ran 0 times	1	0	10	space(CNT)	src/sql/engine/expr/ob_expr_space.cpp:30	s1_unreached_0024
88	rtrim	T_FUN_SYS_RTRIM	ObExprRtrim	1	0	release	0	eval functions set by ObExprLtrim::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprRtrim> ran 0 times	1	1	30	rtrim(S)	src/sql/engine/expr/ob_expr_trim.cpp:1005	s1_unreached_0024,s1_unreached_0025
89	unhex	T_FUN_SYS_UNHEX	ObExprUnhex	1	0	release	1	eval functions set by ObExprUnhex::cg_expr	1	1	28	unhex(HS)	src/sql/engine/expr/ob_expr_unhex.cpp:30	s2_reached_0043
90	upper	T_FUN_SYS_UPPER	ObExprUpper	1	0	release	1	eval functions set by ObExprUpper::cg_expr	1	1	31	upper(S)	src/sql/engine/expr/ob_expr_lower.cpp:41	s2_reached_0043,s2_reached_0044
91	conv	T_OP_CONV	ObExprConv	3	0	release	1	eval functions set by ObExprConv::cg_expr	1	1	50	conv(A, BASE, BASE)	src/sql/engine/expr/ob_expr_conv.cpp:29	s2_reached_0044,s2_reached_0045
92	user	T_FUN_SYS_USER	ObExprUser	0	0	release	1	eval functions set by ObExprUser::cg_expr	1	1	4	USER(), SESSION_USER(), SYSTEM_USER()	src/sql/engine/expr/ob_expr_user.cpp:30	s2_reached_0045
93	date	T_FUN_SYS_DATE	ObExprDate	1	0	release	0	eval functions set by ObExprDate::cg_expr	1	0	32	date(T)	src/sql/engine/expr/ob_expr_date.cpp:28	s1_unreached_0025
94	month	T_FUN_SYS_MONTH	ObExprMonth	1	0	release	0	eval functions set by ObExprTimeBase::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprMonth> ran 0 times	1	0	32	month(T)	src/sql/engine/expr/ob_expr_time.cpp:333	s1_unreached_0025,s1_unreached_0026
95	monthname	T_FUN_SYS_MONTH_NAME	ObExprMonthName	1	0	release	0	eval functions set by ObExprTimeBase::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprMonthName> ran 0 times	1	0	32	monthname(T)	src/sql/engine/expr/ob_expr_time.cpp:344	s1_unreached_0026,s1_unreached_0027
96	soundex	T_FUN_SYS_SOUNDEX	ObExprSoundex	1	0	release	0	eval functions set by ObExprSoundex::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprSoundex> ran 0 times	1	0	31	soundex(S)	src/sql/engine/expr/ob_expr_soundex.cpp:30	s1_unreached_0027
97	date_add	T_FUN_SYS_DATE_ADD	ObExprDateAdd	3	0	release	1	eval functions set by ObExprDateAdd::cg_expr	1	1	68	DATE_ADD(x0, INTERVAL x1 x2)	src/sql/engine/expr/ob_expr_date_add.cpp:317	s2_reached_0045,s2_reached_0046
98	date_sub	T_FUN_SYS_DATE_SUB	ObExprDateSub	3	0	release	1	eval functions set by ObExprDateSub::cg_expr	1	1	66	DATE_SUB(x0, INTERVAL x1 x2)	src/sql/engine/expr/ob_expr_date_add.cpp:345	s2_reached_0046,s2_reached_0047
99	subtime	T_FUN_SYS_SUBTIME	ObExprSubtime	2	0	release	0	eval functions set by ObExprSubAddtime::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprSubtime> ran 0 times	2	0	45	subtime(T, T)	src/sql/engine/expr/ob_expr_day_of_func.cpp:279	s1_unreached_0027,s1_unreached_0028
100	addtime	T_FUN_SYS_ADDTIME	ObExprAddtime	2	0	release	0	eval functions set by ObExprSubAddtime::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprAddtime> ran 0 times	2	0	45	addtime(T, T)	src/sql/engine/expr/ob_expr_day_of_func.cpp:283	s1_unreached_0028,s1_unreached_0029
101	datediff	T_FUN_SYS_DATE_DIFF	ObExprDateDiff	2	0	release	1	eval functions set by ObExprDateDiff::cg_expr	1	1	45	datediff(T, T)	src/sql/engine/expr/ob_expr_date_diff.cpp:27	s2_reached_0048
102	timestampdiff	T_FUN_SYS_TIME_STAMP_DIFF	ObExprTimeStampDiff	3	0	release	0	eval functions set by ObExprTimeStampDiff::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprTimeStampDiff> ran 0 times	1	0	52	TIMESTAMPDIFF(x2, x1, x0)	src/sql/engine/expr/ob_expr_timestamp_diff.cpp:28	s1_unreached_0029,s1_unreached_0030
